Publication Category,Publication Year,DOI,Authors,Title,Journal,Short Citation,PMCID,ISSN,ISBN,PMID
Journal Article,2018,10.1371/journal.pgen.1007717,"Yeaman S, Gerstein AC, Hodgins KA, Whitlock MC",Quantifying how constraints limit the diversity of viable routes to adaptation,PLOS Genetics,"Yeaman S, Gerstein AC, Hodgins KA, Whitlock MC (2018) Quantifying how constraints limit the diversity of viable routes to adaptation. PLoS Genet 14(10): e1007717. 10.1371/journal.pgen.1007717",PMC6193742,1553-7390,,30296265
Journal Article,2018,10.1523/ENEURO.0249-18.2018,"Brittney R. Lins, Jessica L. Hurtubise, Andrew J. Roebuck, Wendie N. Marks, Nadine K. Zabder, Gavin A. Scott, Quentin Greba, Wojciech Dawicki, Xiaobei Zhang, Christopher D. Rudulier, John R. Gordon and John G. Howland",Prospective Analysis of the Effects of Maternal Immune Activation on Rat Cytokines during Pregnancy and Behavior of the Male Offspring Relevant to Schizophrenia,eNeuro,,PMC6140112,,,30225350
Journal Article,2016,10.1016/j.ajog.2015.10.168,"Bahado-Signh, R.O.,Syngelaki, A.,Mandal, R., Bjondahl, T.C., Li, L., Maulik, D., Dong, H.B., Turkoglu, O., Zeb, A., Redman, M, Wishart, D.S., Nicolaides, K.H.",132: First-trimester metabolomics prediction of subsequent stillbirth,American Journal of Obstetrics & Gynecology,,,,,
Journal Article,2018,10.1101/247981,"Ilga Porth, Richard White, Barry Jaquish , Kermit Ritland",Partial correlation analysis of transcriptomes helps detangle the growth and defense network in spruce,bioRxiv,,,,,
Journal Article,2018,10.1016/j.cell.2018.01.038,"Livia Garzia, Noriyuki Kijima, A. Sorana Morrissy, Pasqualino De Antonellis, Ana Guerreiro-Stucklin, Borja L. Holgado, Xiaochong Wu, Xin Wang, Michael Parsons, Kory Zayne, Alex Manno, Claudia Kuzan-Fischer, Carolina Nor, Laura K. Donovan, Jessica Liu, Lei Qin, Alexandra Garancher, Kun-Wei Liu, Sheila Mansouri, Betty Luu, Yuan Yao Thompson, Vijay Ramaswamy, John Peacock, Hamza Farooq, Patryk Skowron, David J.H. Shih, Angela Li, Sherine Ensan, Clinton S. Robbins, Myron Cybulsky, Siddhartha Mitra, Yussanne Ma, Richard Moore, Andy Mungall, Yoon-Jae Cho, William A. Weiss, Jennifer A. Chan, Cynthia E. Hawkins, Maura Massimino, Nada Jabado, Michal Zapotocky, David Sumerauer, Eric Bouffet, Peter Dirks, Uri Tabori, Poul H.B. Sorensen, Priscilla K. Brastianos, Kenneth Aldape, Steven J.M. Jones, Marco A. Marra, James R. Woodgett, Robert J. Wechsler-Reya, Daniel W. Fults, Michael D. Taylor",A Hematogenous Route for Medulloblastoma Leptomeningeal Metastases,Cell,,PMC6346737,0092-8674,,29474906
Journal Article,2018,10.1038/nbt.4060,"Miten Jain, Sergey Koren, Karen H Miga, Josh Quick, Arthur C Rand, Thomas A Sasani, John R Tyson, Andrew D Beggs, Alexander T Dilthey, Ian T Fiddes, Sunir Malla, Hannah Marriott, Tom Nieto, Justin O'Grady, Hugh E Olsen, Brent S Pedersen, Arang Rhie, Hollian Richardson, Aaron R Quinlan, Terrance P Snutch, Louise Tee, Benedict Paten, Adam M Phillippy, Jared T Simpson, Nicholas J Loman",Nanopore sequencing and assembly of a human genome with ultra-long reads,Nature Biotechnology,,PMC5889714,1087-0156,,29431738
Journal Article,2014,10.1038/nrclinonc.2014.169,"Samuel N, Villani A, Fernandez CV, Malkin D","Treating the Family with Cancer: Sequencing, Surveillance and Society",Nature Reviews Clinical Oncology,,,,,
Journal Article,2013,10.1093/scipol/scs118,"Castle, D.,K.C. Culver",Getting to 'No' - The method of contested exchange,Science and Public Policy,,,,,
Journal Article,2016,10.2527/jam2016-0150,"Ametaj, BN,G. Zhang, E. Dervishi, S. M. Dunn, R. Mandal and D. S. Wishart",Targeted Metabolomics Reveals multiple metabolite alterations in the urine of transition dairy cows preceding the incidence of lameness,Journal of Animal Science,,,,,
Journal Article,2017,10.3390/genes8120378,"Steven J. M. Jones, Gregory A. Taylor, Simon Chan, Ren",The Genome of the Beluga Whale (Delphinapterus leucas),Genes,,PMC5748696,,,29232881
Journal Article,2017,10.3390/genes8120379,"Samantha J. Jones, Martin Haulena, Gregory A. Taylor, Simon Chan, Steven Bilobram, Ren",The Genome of the Northern Sea Otter (Enhydra lutris kenyoni),Genes,,PMC5748697,,,29232880
Journal Article,2017,10.1093/treephys/tpx125,"Juliana Stival Sena, Isabelle Gigu",Expansion of the dehydrin gene family in the Pinaceae is associated with considerable structural diversity and drought-responsive expression,Tree Physiology,,,,,
Journal Article,2017,10.1177/0883073817740443,"Gabriella A. Horvath, Maja Tarailo-Graovac, Tanja Bartel, Simone Race, Margot I. Van Allen, Ingrid Blydt-Hansen, Colin J. Ross, Wyeth W. Wasserman, Mary B. Connolly, and Clara D. M. van Karnebeek",Improvement of Self-Injury With Dopamine and Serotonin Replacement Therapy in a Patient With a Hemizygous PAK3 Mutation: A New Therapeutic Strategy for Neuropsychiatric Features of an Intellectual Disability Syndrome,Journal of Child Neurology,,,,,
Journal Article,2017,10.1177/0959353517711964,"Sara E Crann, Amanda Jenkins, Deborah M Money Kieran C O","Women's genital body work: Health, hygiene and beauty practices in the production of idealized female genitalia",Feminism & Psychology,,,,,
Journal Article,2017,20.500.11794/16645,"Veilleux, Sophie; Villeneuve, Maude; Lachapelle, Nathalie; Kohen Avramoglu, Rita; Vachon, Luc; Guay, Brian White; Bitton, Almog; Rioux, John D.",Factors leading to acceptance of and willingness to pay for predictive testing among chronically Ill patients,Journal of Academy of Business and Economics,,,,,
Journal Article,2018,10.1002/fee.1974,"Hagerman S, Pelai R",Responding to climate change in forest management: Two decades of recommendations.,Frontiers in Ecology and the Environment,,,,,
Journal Article,2018,10.1007/s10340-018-1027-4,"Amanda D. Roe, Alex S. Torson, Guillaume Bilodeau, Pierre Bilodeau, Gwylim S. Blackburn, Mingming Cui, Michel Cusson, Daniel Doucet, Verena C. Griess, Valentine Lafond, Gregory Paradis, Ilga Porth, Julien Prunier, Vivek Srivastava, Emilie Tremblay, Adnan Uzunovic, Denys Yemshanov, Richard C. Hamelin",Biosurveillance of Forest Insects. Part I: Integration and application of genomic tools to the surveillance of invasive forest insects,Journal of Pest Science,,,,,
Journal Article,2018,10.1007/s10584-018-2310-3,"Guillaume Peterson St-Laurent,Shannon Hagerman, Robert Kozak",What risks matter? Public views about assisted migration and other climate-adaptive reforestation strategies,Climatic Change,,,,,
Journal Article,2018,10.1007/s11240-018-1426-5,Ilga Porth; Fatemeh Maghuly; Yousry A. El-Kassaby; Shawn Mansfield,"Localization of gene expression, tissue specificity of Populus xylosyltransferase genes by isolation and functional characterization of their promoters","Plant Cell, Tissue and Organ Culture",,,,,
Journal Article,2017,10.1016/j.aca.2017.11.054,"Xian Luo, Xinyun Gu, LiangLi",Development of a simple and efficient method of harvesting and lysing adherent mammalian cells for chemical isotope labeling LC-MS-based cellular metabolomics,Analytica Chimica Acta,,,,,
Journal Article,2018,10.1016/j.aca.2018.01.021,"Jiamin Zheng,Rupasri Mandal, David S.Wishart","A sensitive, high-throughput LC-MS/MS method for measuring catecholamines in low volume serum",Analytica Chimica Acta,,,,,
Journal Article,2018,10.1016/j.aca.2018.01.045,"Han, J, Higgins, R, Lim MD, Atkinson H, Yang J, Lin K, Borchers CH",Isotope-labeling derivatization with 3-nitrophenylhydrazine for LC/multiple-reaction monitoring-mass-spectrometry-based quantitation of carnitines in dried blood spots,Analytica Chimica Acta,,,,,
Journal Article,2018,10.1016/j.annepidem.2018.07.014,"Mohsen Sadatsafavi,Paul Gustafson, Zafar Zafari, Don D.Sin",Relative impact characteristic curve: a graphical tool to visualize and quantify the clinical utility and population-level consequences of implementing markers,Annals of Epidemiology,,,,,
Journal Article,2018,10.1016/j.aquaculture.2018.08.072,"Emilie Laurin, Diana Jaramillo,Rapha","Histopathological and novel high-throughput molecular monitoring data from farmed salmon (Salmo salar and Oncorhynchus spp.) in British Columbia, Canada, from 2011",Aquaculture,,,,,
Journal Article,2018,10.1016/j.cbd.2018.10.002,"Aimee Lee S. Houde, Angela D. Schulze, Karia H. Kaukinen, Jeffrey Strohm, David A. Patterson, Terry D. Beacham, Anthony P. Farrell, Scott G. Hinch, Kristina M. Miller",Transcriptional shifts during juvenile Coho salmon (Oncorhynchus kisutch) life stage changes in freshwater and early marine environments,Comparative Biochemistry and Physiology D-Genomics & Proteomics,,,,,
Journal Article,2018,10.1016/j.cell.2018.07.002,"Peng Zhang, Hong Lu, Rui T. Peixoto, Mary K. Pines, Yuan Ge, Shinichiro Oku, Tabrez J. Siddiqui, Yicheng Xie, Wenlan Wu, Stephanie Archer-Hartmann, Keitaro Yoshida, Kenji F. Tanaka, A. Radu Aricescu, Parastoo Azadi, Michael D. Gordon, Bernardo L. Sabatini, Rachel O.L. Wong, Ann Marie Craig",Heparan Sulfate Organizes Neuronal Synapses through Neurexin Partnerships,Cell,,PMC6173057,0092-8674,,30100184
Journal Article,2018,10.1016/j.ecolmodel.2018.07.001,"Srivastava, V., Griess, V. C. and Padalia, H.",Mapping invasion potential using ensemble modelling. A case study on Yushania maling in the Darjeeling Himalayas,Ecological Modelling,"Ecological Modelling, Volume 385, 10 October 2018, Pages 35-44",,,,
Journal Article,2018,10.1016/j.fishres.2018.09.009,"Arthur L. Bass,, Scott G. Hinch, Amy K. Teffer, David A. Patterson, Kristina M. Miller",Fisheries capture and infectious agents were associated with travel rate and survival of Chinook salmon during spawning migration through a natal river,Fisheries Research,Fisheries Research 209: 156-166.,,,,
Journal Article,2018,10.1016/j.immuni.2018.03.023,"Thorsson V, Gibbs D, Brown SD,Wolf D, Bortone D, Yang T, Pardo E, Gao G, Eddy J, Plaisier C, Ziv E, Culhane A, Paull E, Sivakumar A, Gentles A, Malhotra R, Farshidfar F, Colaprico A, Parker J, Mose L, Vo N, Liu Y, Rader J, Dhankani V, Reynolds S, Bowlby R, Califano A, Cherniack A, Anastassiou D, Bedognetti D, Rao A, Krasnitz A, Hu H, Weinstein H, Lazar A, Saltz J, Holt RA, Rabkin C, Demicco E, Serody J, Disis M, Vincent B and Shmulevich I.",The Immune Landscape of Cancer,Immunity,,PMC5982584,1074-7613,,29628290
Journal Article,2017,10.1016/S0016-5085(17)32142-X,"Ammar H. Keshteli, Karen Madsen, Cheryl Nickurak, Karen Kroeker, Rupasri Mandal, David S. Wishart, Sander Veldhuyzen van Zanten, Brendan P. Halloran, Richard N. Fedorak, Rosica Valcheva, Levinus A. Dieleman",Adherence to an Anti-Inflammatory Diet Prevents Increases in Colonic Inflammation in Ulcerative Colitis Patients in Remission,Gastroenterology,,,,,
Journal Article,2018,10.1038/s41893-018-0119-8,"Zia Mehrabi, Erle C. Ellis & Navin Ramankutty",The challenge of feeding the world while conserving half the planet,Nature,,,,,
Journal Article,2018,10.1093/jcag/gwy009.016,"A Hassanzadeh Keshteli, K Madsen, C Nickurak, K I Kroeker, R Mandal, R S Valcheva, D S Wishart S Veldhuyzen van Zanten B P Halloran R Fedorak L A Dieleman","A16 Following An Anti-Inflammatory Diet Prevents Increases Of Fecal Calprotectin And Alters Metabolomic Profile Of Ulcerative Colitis Patients, A Randomized Controlled Trail",Journal of the Canadian Association of Gastroenterology,,,,,
Journal Article,2018,10.1111/eva.12711,"Terry D. Beacham, Colin Wallace, Kim Jonsen, Brenda McIntosh, John R. Candy, David Willis, Cheryl Lynch, Jean?S","Comparison of coded?wire tagging with parentage?based tagging and genetic stock identification in a large?scale coho salmon fisheries application in British Columbia, Canada",Evolutionary Applications,,PMC6346672,,,30697336
Journal Article,2018,10.1111/ppa.12812,"Brar, S., Tabima, J. F., McDougal, R. L., Dupont, P.?Y., Feau, N., Hamelin, R. C., Panda, P., LeBoldus, J. M., Gr","Genetic diversity of Phytophthora pluvialis, a pathogen of conifers, in New Zealand and the west coast of the United States of America",Plant Pathology,10.1111/ppa.12812,,,,
Journal Article,2018,10.1139/cjas-2017-0069,"Dagnachew Hailemariam, Guanshi Zhang, Rupasri Mandal, David S. Wishart, Burim N. Ametaja",Identification of serum metabolites associated with the risk of metritis in transition dairy cows,Canadian Journal of Animal Science,,,,,
Journal Article,2018,10.1139/cjfas-2017-0491,"Amy K. Teffer, Arthur L. Bass, Kristi M. Miller, David A. Patterson, Francis Juanes, Scott G. Hinch","Infections, fisheries capture, temperature, and host responses: multistressor influences on survival and behaviour of adult Chinook salmoN",Canadian Journal of Fisheries and Aquatic Sciences,,,,,
Journal Article,2018,10.1139/cjfas-2017-0530,"ill L. Brooks, Jacqueline M. Chapman, Amanda Barkley, Steven Thomas Kessel, Nigel E. Hussey, Scott G Hinch, David A Patterson, Kevin J. Hedges, Steven J Cooke; , Aaron T Fisk, Samuel H Gruber, Vivian M. Nguyen",Biotelemetry informing management: case studies exploring successful integration of biotelemetry data into fisheries and habitat management,Canadian Journal of Fisheries and Aquatic Sciences,,,,,
Journal Article,2018,10.1139/cjfr-2018-0303,"Catherine I Cullingham, Jasmine K Janes, Richard C. Hamelin, Patrick M.A. James, Brent W Murray, Felix A.H. Sperling",The contribution of genetics and genomics to understanding the ecology of the mountain pine beetle system,Canadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere,,,,,
Journal Article,2018,10.1364/BOE.9.005353,"Morgan Heisler, Myeong Jin Ju, Mahadev Bhalla, Nathan Schuck, Arman Athwal, Eduardo V. Navajas, Mirza Faisal Beg, and Marinko V. Sarunic",Automated identification of cone photoreceptors in adaptive optics optical coherence tomography images using transfer learning,Biomedical Optics Express,,PMC6238943,,,30460133
Journal Article,2018,10.1515/helia-2017-0032,"Bartelme, E., A.W. Bowsher, L.A. Donovan","Helianthus porteri, a granite outcrop endemic, does not have more drought resistant traits than congeners",Helia,Helia 41:23-43,,,,
Journal Article,2011,,Gurney-Smith HJ; Thomson C; Sanderson D; Johnson SC,Developing genomics resources and tools for the health assessment of marine mussels (the Myt-OME projects).,a - other journal,"Can Aq R&D Rev. 2011;16:43,84. ISBN: 978-0-9780943-5-5",,,978-0-9780943-5-5,
Journal Article,2004,,O’Leary SJ; Joseph C; von Aderkas P,Origin of arabinogalactan proteins in the pollination drop of Taxus x media.,Austrian Journal of Forest Science,Aust J For Sci. 2004;121(1):35-46.,,0379-5292,,
Journal Article,2011,,Lewis K; Thompson D,Degradation of Wood in Standing Lodgepole Pine Killed by Mountain Pine Beetle,a - other journal,Wood and Fiber Science. 2011 May;43(2):130-42.,,0735-6161,,
Journal Article,2009,,Campbell B; Koop BF,Pilot study of sablefish genomics.,a - other journal,Bulletin of the Aquaculture Association of Canada. 2009;107(3):53-60.,,0840-5417,,
Journal Article,2008,,Trought MCT; Dixon R; Mills T; Greven M; Agnew R; Mauk JL; Praat JP,"The impact of differences in soil texture within a vineyard on vine vigour, vine earliness and juice composition.",a - other journal,Int J Vin Wine. 2008;42(2):67-72. ISSN: 1151-0285.,,1151-0285,,
Journal Article,2014,,Feze IN; Prystajecky N; Cook C; Kirby E; Knoppers BM; Ozdemir V; Dunn G; Isaac-Renton J; Joly Y,The regulation of water quality assessment biotechnologies: Is Canada ready to surf the next wave?,Journal of Environmental Law and Practice,Journal of Environmental Law and Practice 2014 09;26(3):201-247,,11817534,,
Journal Article,2012,,Navid EL; Einsiedel EF,Synthetic biology in the Science Café: what have we learned about public engagement?,,J Sci Commun. 2012 Nov;11(4):1-9.,,18242049,,
Journal Article,2013,,Ryan CD; Doerksen K,Apathy and Online Activism: An Impetus for Science and Science Communication in Universities,,Int J Tech Knowl Soc. 2013;9(2):81-94.,,18323669,,
Journal Article,2012,,Anderson JA; Armstrong GW; Luckert MK; Adamowicz WL,Optimal zoning of forested land considering the contribution of exotic plantations,Mathematical and Computational Forestry and Natural Resource Sciences,"MCFNS Mar. 28, 2012 Vol. 4, Issue 2, pp. 92",,1946-7664,,
Journal Article,2009,,"Andrews, K ., J. deBeer",Accounting of Profits to Remedy Biotechnology Patent Infringement,Osgoode Hall Law Journal,,,0030-6185,,
Book Chapter or Contribution to a Collective Work,2016,10.1002/0471250953.bi1401s18,"Wishart, D.S.",UNIT 14.1 Introduction to Cheminformatics.,Current Protocols in Bioinformatics,,,,,
Book Chapter or Contribution to a Collective Work,2016,10.1002/0471250953.bi1404s18.,"Wishart, D.S.,Wu, A.",UNIT 14.4 Using DrugBank for In Silico Drug Exploration and Discovery. Venue: CurrentProtocols in Bioinformatics,Current Protocols in Bioinformatics,,,,,
Book Chapter or Contribution to a Collective Work,2007,10.1002/9780470015902.a0001212.pub2,Brown KL; Mookherjee N; Hancock REW,"Antimicrobial, Host Defence Peptides and Proteins",,eLS. 2007 May;  10.1002/9780470015902.a0001212.pub2,,,,
Book Chapter or Contribution to a Collective Work,2012,10.1002/9780470015902.a0022213,"Stein L, Roy R, Dunfield PF",Aerobic Methanotrophy and Nitrification: Processes and Connections,,Online,,,,
Book Chapter or Contribution to a Collective Work,2010,10.1002/9780470571224.pse270,Lin D; Scherer A; Ng R; Balshaw R; Flynn S; Keown P; McMaster R; McManus B,Clinical Validation and Biomarker Translation,,Pharmaceutical Sciences Encyclopedia. 2010 Feb;1-24.,,,,
Book Chapter or Contribution to a Collective Work,2008,10.1002/9780470692325.ch8,Moien-Afshari F; Choy J; McManus BM; Laher I,Immunosuppression in Promotion of Cardiac Allograft Vasculopathy,,Immune Dysfunction and Immunotherapy in Heart Disease. 2008 Apr;57-79.,,,,
Book Chapter or Contribution to a Collective Work,2014,10.1002/9781118854396.ch15,Baute GJ; Dempewolf H; Rieseberg LH,"Using genomic approaches to unlock the potential of CWR for crop adaptation to climate change. In ""Crop Wild Relatives and Climate Change"".",,,,,,
Book Chapter or Contribution to a Collective Work,2012,10.1002/9781119959601.ch1,Madadi P; Koren G,Pharmacogenomics Principles: Introduction to Personalized Medicine.,,Pharmacogenomics in Clinical Therapeutics. 2012 Feb;1:1-14.,,,,
Book Chapter or Contribution to a Collective Work,2008,10.1002/9783527625130.ch15,Fejes AP; Jones SJM,ChIPSeq: Mapping of Protein-DNA Interactions.,,Next-Generation Genome Sequencing. 2008; CH15. ISBN 978-3-527-32090-5.,,,,
Book Chapter or Contribution to a Collective Work,2010,10.1002/cmdc.201000433,Walmsley H; Burgess M; Brinkman J; Hegele R; Wilson-McManus J; McManus B,"Ethics of Biomarkers: The Borders of Investigative Research, Informed Consent, and Patient Protection.",,Biomarkers in Drug Development. 2010.,,,,
Book Chapter or Contribution to a Collective Work,2006,10.1007/0-387-23266-4_13,Huber DPW; J Bohlmann,The role of terpene synthases in the direct and indirect defense of conifers against insect herbivory and fungal pathogens,,Multigenic and Induced Systemic Resistance in Plants. 2006;296-313.,,,,
Book Chapter or Contribution to a Collective Work,2006,10.1007/1-4020-3869-0_5,Ritl K; Ralph S; Lippert D; Rungis D; J Bohlmann,A new direction in conifer genomics.,,"Landscapes, Genomics and Transgenic Conifers. 2006;75-84.",,,,
Book Chapter or Contribution to a Collective Work,2006,10.1007/3-540-29916-5_2,Bowdish DME; Davidson DJ; Hancock REW,Immunomodulatory Properties of Defensins and Cathelicidins,,Antimicrobial Peptides and Human Disease. 2006;306:27-66.,,,,
Book Chapter or Contribution to a Collective Work,2005,10.1007/3-7643-7339-3_5,Astell CR; Holt RA; Jones SJM; Marra MA,Genome Organization and Structural Aspects of the SARS-related Virus.,,Coronaviruses with Special Emphasis on First Insights Concerning SARS. 2005; 101-28.,,,,
Book Chapter or Contribution to a Collective Work,2008,10.1007/978-1-4020-8182-8_8,Bohlmann J,Insect-induced terpenoid defenses in spruce.,,Induced Plant Resistance to Herbivory. 2008;173-87.,,,,
Book Chapter or Contribution to a Collective Work,2010,10.1007/978-1-4419-1541-2_10,Groover AT; Nieminen K; Helariutta Y; Mansfield S,Wood Formation in Populus.,,Genetics and Genomics of Populus. 2010;201-24.,,,,
Book Chapter or Contribution to a Collective Work,2010,10.1007/978-1-4419-1541-2_4,Douglas CJ; DiFazio SP,The Populus genome and comparative genomics,,Genetics and Genomics of Populus. 2010;8:67-90.,,,,
Book Chapter or Contribution to a Collective Work,2009,10.1007/978-1-60327-192-9_10.,"Vucic EA, Wilson IM, Campbell JM, Lam WL.","Methylation Analysis by DNA Immunoprecipitation (MeDIP) in ""Microarray Analysis of the Physical Genome.""",,"Totowa, NJ: Humana Press; 2009. p. 141",,,,
Book Chapter or Contribution to a Collective Work,2009,10.1007/978-1-60327-192-9_2,"Coe BP, Lockwood WW, Chari R, Lam WL","Comparative Genomic Hybridization on BAC Arrays. in ""Microarray Analysis of the Physical Genome.""",,"Totowa, NJ: Humana Press; 2009. p. 7",,,,
Book Chapter or Contribution to a Collective Work,2015,10.1007/978-3-319-16706-0_25,"McPherson A, Roth A, Chauve C, Sahinalp SC","Joint Inference Of Genome Structure And ContentIIn Heterogeneous Tumor Samples in Research in ""Computational Molecular Biology, 19th Annual International Conference""",,,,,,
Book Chapter or Contribution to a Collective Work,2016,10.1007/978-3-319-32240-7_13,"Burgess MM, Longstaff H, O'Doherty K.",Assessing Deliberative Design of Public Input on British Columbia Biobanks.,,Springer International Publishing; 2016. p. 263,,,,
Book Chapter or Contribution to a Collective Work,2016,10.1007/978-3-319-32933-8_15,"Matos S, Petrov O.",A Strategy to Incorporate Social Factors into Engineering Education.,,Springer International Publishing; 2016. p. 161,,,,
Book Chapter or Contribution to a Collective Work,2008,10.1007/978-3-540-68993-5_6,Parker CE; Smith D; Suckau D; Borchers CH,Mass Spectrometry-Based Tissue Imaging,,Advanced Imaging in Biology and Medicine. 2008;131-46.,,,,
Book Chapter or Contribution to a Collective Work,2013,10.1007/978-3-642-30144-5_89,Reid G,Probiotics.,,The Prokaryotes. 2013;43-56.,,,,
Book Chapter or Contribution to a Collective Work,2012,10.1007/978-3-642-30645-7_4,Kolosova N; Bohlmann J,Conifer defense against insects and fungal pathogens,,Growth and Defence in Plants. 2012;220:85-109.,,,,
Book Chapter or Contribution to a Collective Work,2013,10.1007/978-3-642-37048-9,Rieseberg L,"Foreword. Genomics and Breeding for Climate Resilient Crops. Springer Verlag, Berlin",,,,,,
Book Chapter or Contribution to a Collective Work,2010,10.1007/978-90-481-2804-4_20,Danielson P,A Collaborative Platform for Experiments in Ethics and Technology.,,Philosophy and Engineering. 2010;239-52.,,,,
Book Chapter or Contribution to a Collective Work,2011,10.1007/978-94-007-0828-0_28,Ohlund LB; Hardie DB; Elliott MH; Camenzind AG; Smith DS; Reid JD; Cohen Freue GV; Bergman AP; Sasaki M; Robertson L; Balshaw RF; Ng RT; Mui A; McManus BM; Keown PA; McMaster WR; Parker CE; Borchers CH,Standard Operating Procedures and Protocols for the Preparation and Analysis of Plasma Samples Using the iTRAQ Methodology,,Sample Preparation in Biological Mass Spectrometry. 2011;575-624.,,,,
Book Chapter or Contribution to a Collective Work,2012,10.1007/978-94-007-2576-8_4,Saddler JN; Mabee WE; Simms R; Taylor M,The Biorefining Story: Progress in the Commercialization of Biomass-to-Ethanol.,,Forests in Development: A Vital Balance. 2012;39-51.,,,,
Book Chapter or Contribution to a Collective Work,2014,10.1007/978-94-007-7076-8_12,Tobin PC; Parry D; Aukema BH,The Influence of Climate Change on Insect Invasions in Temperate Forest Ecosystems,,Challenges and Opportunities for the World's Forests in the 21st Century Forestry Sciences. 2014; 81:267-93.,,,,
Book Chapter or Contribution to a Collective Work,2003,10.1007/BF02448901,Burgess MM,Starting on the right foot: Public consultation to inform issue definition in genome policy,,,,,,
Book Chapter or Contribution to a Collective Work,2009,10.1007/s11948-015-9724-3,Danielson P,An E-Constitution for Experimental Ethics of Technology,,Electronic Constitution.,PMC4912576,1353-3452,,26573302
Book Chapter or Contribution to a Collective Work,2010,10.1016/B978-008045382-8.00112-X,Kindrachuk J; Nijnik A; Hancock REW,Host defense peptides: Bridging antimicrobial and immunomodulatory activities.,,Comprehensive Natural Products Chemistry. 2010;5:175-216.,,,,
Book Chapter or Contribution to a Collective Work,2005,10.1016/B978-0-12-385095-9.00015-4,Mookerhjee N; Brown KL; Hancock REW,Cathelicidins: cationic host defence and antimicrobial peptides.,,Handbook of Biologically Active Peptides. 2005;77-84.,,,,
Book Chapter or Contribution to a Collective Work,2008,10.1016/j.jasms.2009.11.003,Petrotchenko EV; Borchers CH,Cross-Linking as a Tool Examine Protein Complexes: Examples of Crosslinking Strategies and Computational Modeling,,Mass Spectrometry Analysis For Protein-Protein Interactions and Dynamics. 2008;157-68.,,,,
Book Chapter or Contribution to a Collective Work,2005,10.1016/S0079-9920(05)80003-6,Martin D; Bohlmann J,Molecular biochemistry and genomics of terpenoid defenses in conifers,Recent Advances in Phytochemistry,Recent Advances in Phytochemistry. 2005;39:29-56.,,,,
Book Chapter or Contribution to a Collective Work,2006,10.1016/S0079-9920(06)80038-9,Hamberger B; Ehlting J; Barbazuk B; Douglas CJ,"Comparative genomics of the shikimate pathway in Arabidopsis, Populus trichocarpa and Oryza sativa: Shikimate pathway gene family structure and identification of candidates for missing links in phenylalanine biosynthesis",Recent Advances in Phytochemistry,Recent Advances in Phytochemistry. 2006;40:85-113.,,,,
Book Chapter or Contribution to a Collective Work,2011,10.1021/bk-2011-1067.ch006,Nakagame S; Chandra RP; Saddler JN,The Influence of Lignin on the Enzymatic Hydrolysis of Pretreated Biomass Substrates.,,"Sustainable Production of Fuels, Chemicals, and Fibers from Forest Biomass. 2011 Jul;1067(6):145-67.",,,,
Book Chapter or Contribution to a Collective Work,2006,10.1093/acprof:oso/9780199231461.003.0012,Burgess MM; Tansey J,Cultural Authority of Informed Consent: Indigenous Participation in Biobanking and Salmon Genomics Focus Groups,,The Limits of Consent: A socio-ethical approach to human subject research in medicine. 2009;199-211.,,,,
Book Chapter or Contribution to a Collective Work,2004,10.1139/9780660193366,Huber DPW; J Bohlmann,Terpene synthases and the mediation of plant-insect ecological interactions by terpenoids: a mini-review.,,Plant Adaptation. 2004;70-81.,,,,
Book Chapter or Contribution to a Collective Work,2007,10.1177/0963662510362834,Schuppli CA; Weary DM,Assessing people’s attitudes towards animal use and genetic modification using a web-based interactive survey.,,Sustainable Food Production and Ethics. 2007;472-76.,,,,
Book Chapter or Contribution to a Collective Work,2007,10.1201/9781420008876.ch14,Kuo A; Wilson IM; Vucic E; Lee E; Davies JJ; MacAulay C; Brown C; Lam W,Comparative Cancer Epigenomics,,Comparative Genomics. 2007;261-79.,,,,
Book Chapter or Contribution to a Collective Work,2011,10.1201/b10819-13,Douglas CJ; Ehlting J; Harding SA,Phenylpropanoid and phenolic metabolism in Populus: Gene family structure and comparative and functional genomics.,,"Genetics, Genomics and Breeding of Poplar. 2011;304-26. ISBN 978-1-57808-714-3.",,,,
Book Chapter or Contribution to a Collective Work,2011,10.1201/b11075-3,Mullin TJ; Andersson B; Bastien JC; Beaulieu J; Burdon RD; Dvorak WS; King JN; Kondo T; Krakowski J; Lee SJ; McKeand SE; Pâques L; Raffin A; Russel JH; Skroppa T; Stoehr M ;Yanchuk A,"Economic importance, breeding objectives and achievements, in Plomion C.",,Genomics and Breeding of Conifers. 40-127.,,,,
Book Chapter or Contribution to a Collective Work,2011,10.1201/b11075-6,Ritland K; Krutovsky K; Tsumura Y; Pelgas B; Isabel N; Bousquet J,"Genetic mapping in conifers, in Plomion C.",,Genomics and Breeding of Conifers. 196-238.,,,,
Book Chapter or Contribution to a Collective Work,2009,10.4018/978-1-60566-196-4.ch003,Danielson P,Metaphors and Models for Data Mining Ethics,,Social Implications of Data Mining and Information Privacy. 2009;33-47.,,,,
Book Chapter or Contribution to a Collective Work,2015,10.4155/9781910419441.fseb2013.13.80,"Han, J; Borchers, CH",Chemical derivatization to enhance metabolomic analysis by LC/ESI,,,,,,
